Customer ID,Age,Professional experience,Salary,ZIP code,Family size,Average credit cards spend,Education level,Mortgage,Loan,Securities account,Certificate of Deposit account,Online Banking,Credit Card
886,52,28,52000,92126,4.0,100.0,3.0,121000.0,0.0,False,False,False,False
887,28,2,41000,93118,3.0,1100.0,2.0,161000.0,0.0,False,False,True,False
888,34,9,65000,95014,3.0,700.0,2.0,104000.0,0.0,False,False,True,False
889,43,17,21000,95351,3.0,1500.0,1.0,0.0,0.0,False,False,False,False
890,66,41,59000,95617,3.0,2400.0,1.0,0.0,0.0,False,False,False,False
891,27,0,30000,93107,4.0,1000.0,3.0,0.0,0.0,False,False,True,True
892,64,39,73000,94025,3.0,2200.0,1.0,0.0,0.0,True,False,False,True
893,47,22,81000,94123,1.0,2900.0,1.0,0.0,0.0,False,False,False,True
894,48,22,54000,93106,1.0,1200.0,2.0,0.0,0.0,False,False,False,False
895,39,15,139000,91801,1.0,3400.0,1.0,353000.0,0.0,False,False,True,False
896,38,14,25000,95616,4.0,1000.0,1.0,0.0,0.0,False,False,False,False
897,44,20,52000,94143,1.0,800.0,3.0,196000.0,0.0,False,False,False,True
898,41,16,81000,94305,2.0,400.0,1.0,146000.0,0.0,False,False,True,True
899,45,21,40000,93460,3.0,600.0,2.0,0.0,0.0,False,False,True,True
900,27,2,41000,90254,2.0,1700.0,2.0,0.0,0.0,False,False,True,False
901,61,35,60000,92831,1.0,2800.0,2.0,0.0,0.0,False,False,True,True
902,27,3,75000,90032,4.0,0.0,1.0,0.0,0.0,False,False,False,False
903,60,34,92000,95670,2.0,2000.0,1.0,0.0,0.0,False,False,False,False
904,38,14,49000,90740,3.0,2800.0,1.0,0.0,0.0,False,False,False,False
905,42,17,59000,94105,4.0,400.0,,0.0,0.0,False,False,True,False
906,53,23,8000,95616,4.0,400.0,3.0,0.0,0.0,True,False,True,False
908,40,15,171000,94539,2.0,3300.0,1.0,0.0,0.0,False,False,True,False
909,32,6,122000,94025,2.0,1300.0,1.0,0.0,0.0,False,False,True,True
910,42,18,49000,92717,3.0,2100.0,3.0,0.0,0.0,True,False,True,False
911,30,4,85000,94234,4.0,2100.0,3.0,0.0,0.0,False,False,True,False
912,29,1,71000,94801,2.0,1750.0,3.0,0.0,0.0,False,False,False,False
914,50,26,11000,93106,4.0,200.0,1.0,0.0,0.0,True,False,False,False
915,28,2,53000,94609,3.0,2400.0,2.0,0.0,0.0,False,False,True,False
916,60,36,59000,94124,1.0,0.0,2.0,0.0,0.0,True,False,False,False
917,46,20,99000,94302,3.0,1100.0,1.0,0.0,0.0,False,False,False,False
918,32,6,83000,90036,4.0,2200.0,2.0,0.0,0.0,False,False,False,False
920,27,0,40000,90068,1.0,2000.0,2.0,110000.0,0.0,False,False,False,True
921,65,40,75000,90036,3.0,2200.0,1.0,0.0,0.0,False,False,True,False
922,36,12,58000,91320,1.0,3600.0,2.0,0.0,0.0,False,False,False,False
923,26,0,71000,92093,4.0,1800.0,2.0,0.0,0.0,True,False,True,False
924,49,23,22000,92220,1.0,300.0,3.0,0.0,0.0,False,False,False,False
925,30,4,40000,90601,4.0,800.0,1.0,0.0,0.0,False,False,True,False
926,60,35,23000,94608,1.0,300.0,3.0,0.0,0.0,False,False,True,False
927,51,27,19000,92120,1.0,200.0,1.0,0.0,0.0,False,False,False,False
928,42,17,78000,92521,1.0,1000.0,3.0,0.0,0.0,False,False,True,False
929,30,6,25000,94304,3.0,1000.0,2.0,135000.0,0.0,False,False,False,True
930,58,33,70000,94720,4.0,700.0,1.0,0.0,0.0,True,False,False,False
931,56,32,31000,94596,4.0,1300.0,1.0,0.0,0.0,False,False,False,False
932,59,34,21000,95035,2.0,500.0,2.0,0.0,0.0,False,False,True,False
933,52,28,21000,94025,4.0,500.0,2.0,0.0,0.0,False,False,True,False
934,61,37,61000,94122,3.0,2000.0,3.0,0.0,0.0,False,False,True,False
935,44,19,68000,94305,1.0,3700.0,3.0,0.0,0.0,False,False,True,False
936,63,39,50000,94402,1.0,0.0,2.0,166000.0,0.0,False,False,False,False
937,47,21,24000,94108,2.0,100.0,3.0,0.0,0.0,False,False,False,True
938,38,14,43000,95053,2.0,1700.0,1.0,0.0,0.0,False,False,True,False
939,33,3,59000,91040,2.0,1750.0,3.0,0.0,0.0,False,False,True,False
940,31,6,174000,93023,2.0,6700.0,1.0,0.0,0.0,False,False,True,True
941,53,27,39000,91330,4.0,1500.0,3.0,0.0,0.0,False,False,True,False
942,39,15,65000,92037,1.0,1500.0,3.0,0.0,0.0,False,False,False,False
943,57,32,38000,90740,2.0,2100.0,3.0,0.0,0.0,False,False,False,False
944,51,25,113000,91320,2.0,6300.0,1.0,0.0,0.0,False,False,False,False
945,42,18,65000,93460,3.0,2100.0,3.0,0.0,0.0,False,False,True,True
946,59,34,64000,94116,4.0,1700.0,1.0,0.0,0.0,False,False,False,False
947,35,11,90000,94720,2.0,0.0,1.0,0.0,0.0,False,False,False,False
948,43,19,54000,94608,2.0,1700.0,1.0,0.0,0.0,False,False,True,False
949,55,29,162000,93105,1.0,2900.0,1.0,0.0,0.0,False,False,True,True
950,53,26,14000,94590,2.0,1000.0,2.0,83000.0,0.0,False,False,False,False
951,54,28,82000,94122,4.0,2600.0,3.0,294000.0,0.0,False,False,False,False
952,27,2,48000,90049,2.0,1600.0,3.0,119000.0,0.0,True,False,True,False
953,43,17,82000,94114,1.0,5200.0,1.0,79.0,0.0,False,False,True,False
954,25,0,72000,94303,3.0,2600.0,3.0,0.0,0.0,False,False,True,False
955,57,31,38000,94720,4.0,700.0,2.0,0.0,0.0,False,False,True,False
956,36,11,9000,90266,2.0,300.0,2.0,99000.0,0.0,True,False,False,False
957,49,23,64000,94588,4.0,2600.0,1.0,0.0,0.0,False,False,True,True
958,29,3,190000,92612,2.0,4500.0,1.0,246000.0,0.0,False,False,True,True
959,45,19,40000,95060,1.0,200.0,1.0,0.0,0.0,True,True,True,True
960,57,32,44000,90266,2.0,1900.0,2.0,157000.0,0.0,False,False,False,False
961,34,9,104000,92152,1.0,4600.0,1.0,0.0,0.0,False,False,True,True
962,55,30,54000,91367,3.0,1700.0,1.0,0.0,0.0,False,False,True,False
963,52,28,72000,91335,1.0,0.0,1.0,178000.0,0.0,False,False,False,False
964,46,21,13000,93117,2.0,700.0,3.0,0.0,0.0,False,False,True,False
966,35,11,82000,94022,2.0,1700.0,2.0,0.0,0.0,False,False,True,True
967,54,24,69000,93117,3.0,1400.0,3.0,132000.0,0.0,False,False,True,False
968,59,35,93000,94301,2.0,1600.0,1.0,0.0,0.0,False,False,False,True
969,42,18,29000,91320,1.0,300.0,3.0,0.0,0.0,False,False,True,False
970,58,32,44000,92354,1.0,800.0,2.0,0.0,0.0,False,False,False,False
971,31,5,90000,94301,2.0,1300.0,1.0,0.0,0.0,True,False,True,False
972,46,20,64000,94117,4.0,2900.0,1.0,189000.0,0.0,False,False,False,False
973,46,21,42000,93727,4.0,1900.0,3.0,0.0,0.0,False,False,True,False
975,51,27,53000,94114,1.0,1800.0,3.0,0.0,0.0,False,False,False,True
976,41,15,82000,94720,3.0,100.0,1.0,0.0,0.0,False,False,True,False
978,35,5,81000,94234,4.0,4000.0,3.0,0.0,0.0,False,False,True,False
979,40,14,42000,90638,2.0,300.0,1.0,106000.0,0.0,False,False,False,True
981,62,36,28000,95020,3.0,700.0,2.0,0.0,0.0,False,False,True,False
982,59,35,161000,94301,1.0,2900.0,1.0,160000.0,0.0,False,False,False,True
983,26,0,42000,92009,4.0,1300.0,3.0,153000.0,0.0,False,False,True,False
985,25,1,139000,93106,2.0,2000.0,1.0,0.0,0.0,False,False,False,True
986,56,32,23000,94720,4.0,700.0,1.0,0.0,0.0,False,False,True,True
987,62,38,23000,91304,2.0,300.0,3.0,0.0,0.0,False,False,False,False
989,47,21,88000,94304,2.0,1700.0,2.0,0.0,0.0,False,False,True,False
990,44,19,40000,94618,4.0,1900.0,3.0,84.0,0.0,False,False,False,False
991,42,18,189000,91605,2.0,7600.0,1.0,0.0,0.0,False,False,True,False
993,31,7,35000,91745,2.0,1000.0,2.0,0.0,0.0,False,False,False,True
994,56,32,28000,92130,1.0,1200.0,3.0,0.0,0.0,False,False,True,False
995,56,32,32000,95827,2.0,800.0,1.0,79000.0,0.0,True,False,True,False
996,65,39,22000,92507,3.0,700.0,2.0,0.0,0.0,False,False,False,False
997,47,21,39000,92612,3.0,600.0,2.0,0.0,0.0,False,False,True,True
998,59,34,60000,94015,2.0,2800.0,1.0,0.0,0.0,False,False,True,False
999,61,35,81000,94709,4.0,1900.0,2.0,0.0,0.0,False,False,False,False
1001,47,21,90000,90245,2.0,800.0,3.0,0.0,0.0,False,False,False,False
1002,34,10,41000,94102,1.0,1333.3333333333333,1.0,0.0,0.0,False,False,False,True
1003,62,38,80000,94545,4.0,1700.0,2.0,0.0,0.0,False,False,False,False
1004,50,24,11000,94501,4.0,600.0,3.0,0.0,0.0,False,False,False,True
1005,53,28,34000,92697,2.0,600.0,3.0,0.0,0.0,False,False,True,True
1006,42,18,88000,92675,4.0,800.0,1.0,0.0,0.0,False,False,True,True
1007,30,6,13000,93555,3.0,900.0,3.0,0.0,0.0,False,False,True,False
1009,64,38,84000,94571,1.0,2000.0,1.0,0.0,0.0,False,False,False,False
1010,57,32,59000,95014,2.0,3700.0,1.0,134000.0,0.0,False,False,True,False
1011,49,25,90000,92709,4.0,1400.0,2.0,0.0,0.0,True,False,True,False
1013,62,36,19000,95833,2.0,200.0,3.0,0.0,0.0,False,False,True,True
1015,65,40,32000,90095,1.0,1100.0,3.0,120000.0,0.0,False,False,True,False
1016,34,8,18000,95741,4.0,300.0,1.0,0.0,0.0,False,False,False,False
1018,24,0,119000,94566,1.0,1500.0,1.0,0.0,0.0,False,False,True,False
1019,64,39,22000,92691,3.0,500.0,1.0,0.0,0.0,True,True,True,True
1020,46,22,89000,92866,4.0,1400.0,2.0,0.0,0.0,False,False,True,False
1021,38,14,90000,93010,2.0,0.0,1.0,258000.0,0.0,True,True,True,True
1022,43,18,19000,92325,2.0,300.0,2.0,0.0,0.0,False,False,True,False
1023,54,27,51000,94309,3.0,1000.0,2.0,113000.0,0.0,True,True,True,True
1024,60,33,42000,90277,4.0,2500.0,2.0,194000.0,0.0,False,False,True,False
1025,50,23,25000,91330,1.0,500.0,2.0,0.0,0.0,False,False,True,False
1026,46,21,41000,94305,1.0,500.0,3.0,0.0,0.0,False,False,False,False
1027,61,35,53000,90064,1.0,2800.0,2.0,167000.0,0.0,False,False,True,False
1028,29,5,112000,94998,2.0,4333.333333333333,1.0,0.0,0.0,False,False,True,True
1029,35,11,24000,95616,1.0,500.0,3.0,0.0,0.0,False,False,True,True
1030,65,40,71000,95060,3.0,2200.0,1.0,0.0,0.0,False,False,False,True
1031,38,11,75000,94305,3.0,2333.3333333333335,2.0,0.0,0.0,False,False,True,False
1032,28,3,78000,93108,4.0,200.0,1.0,0.0,0.0,False,False,True,True
1033,40,15,22000,94306,1.0,600.0,3.0,0.0,0.0,False,False,True,False
1034,33,7,84000,95051,1.0,2900.0,3.0,0.0,0.0,False,False,True,False
1035,39,15,94000,91941,2.0,1900.0,1.0,0.0,0.0,False,False,True,False
1036,43,18,78000,94025,4.0,1900.0,3.0,0.0,0.0,False,False,False,False
1037,58,32,38000,93106,3.0,2200.0,3.0,0.0,0.0,False,False,True,False
1038,29,5,31000,93014,1.0,1000.0,3.0,0.0,0.0,False,False,False,False
1039,48,22,145000,95482,1.0,300.0,1.0,140000.0,0.0,False,False,True,False
1040,62,37,48000,92028,3.0,2200.0,1.0,0.0,0.0,False,False,False,False
1042,59,34,23000,90009,4.0,400.0,2.0,78000.0,0.0,False,False,False,False
1043,40,15,75000,95449,4.0,1100.0,2.0,0.0,0.0,False,False,True,False
1044,62,37,45000,90033,3.0,500.0,2.0,200000.0,0.0,False,False,True,True
1045,62,36,58000,94501,1.0,800.0,2.0,0.0,0.0,False,False,False,False
1046,32,7,134000,93108,2.0,3100.0,1.0,0.0,0.0,False,False,False,False
1047,50,26,52000,93555,4.0,100.0,3.0,0.0,0.0,False,False,False,False
1048,61,36,124000,94611,2.0,3900.0,1.0,0.0,0.0,True,False,False,True
1049,40,14,69000,92870,3.0,2100.0,1.0,106000.0,0.0,False,False,True,False
1050,38,14,62000,94143,1.0,1500.0,3.0,255000.0,0.0,False,False,True,False
1051,31,5,23000,93407,1.0,400.0,2.0,0.0,0.0,False,False,True,True
1054,25,1,40000,93117,3.0,2400.0,2.0,0.0,0.0,False,False,True,False
1056,56,26,62000,91320,3.0,1400.0,3.0,0.0,0.0,False,False,True,False
1058,42,17,89000,90095,1.0,100.0,2.0,170000.0,0.0,False,False,True,False
1059,57,33,79000,94588,1.0,2700.0,2.0,294000.0,0.0,False,False,True,True
1060,41,17,53000,93727,2.0,2500.0,1.0,102000.0,0.0,False,False,True,False
1061,47,23,12000,92110,4.0,200.0,1.0,102000.0,0.0,False,False,False,True
1062,49,24,13000,95929,2.0,0.0,1.0,0.0,0.0,False,False,True,False
1063,39,15,123000,91604,2.0,2200.0,1.0,92000.0,0.0,False,False,False,True
1064,43,18,63000,95616,3.0,800.0,3.0,0.0,0.0,True,False,False,False
1065,59,33,53000,90034,3.0,2500.0,1.0,0.0,0.0,False,False,True,False
1066,35,11,68000,94923,2.0,0.0,1.0,126000.0,0.0,False,False,False,True
1067,39,14,40000,91302,1.0,2500.0,3.0,0.0,0.0,False,False,True,False
1068,26,2,55000,94305,3.0,700.0,2.0,0.0,0.0,False,False,True,False
1069,53,27,170000,95003,1.0,1000.0,1.0,0.0,0.0,False,False,True,False
1070,53,27,145000,95605,1.0,2900.0,1.0,345000.0,0.0,False,False,False,False
1071,37,13,33000,91773,4.0,400.0,2.0,0.0,0.0,False,False,False,False
1072,57,33,61000,92115,3.0,2666.6666666666665,1.0,0.0,0.0,False,False,True,False
1073,59,34,38000,90291,4.0,1700.0,1.0,0.0,0.0,False,False,False,True
1074,48,23,43000,94301,2.0,1300.0,1.0,0.0,0.0,False,False,True,False
1075,42,18,22000,90717,1.0,1400.0,3.0,0.0,0.0,False,False,True,False
1076,61,37,122000,94609,2.0,6000.0,1.0,0.0,0.0,False,False,True,False
1077,41,15,91000,90502,1.0,2800.0,3.0,330000.0,0.0,True,False,True,False
1078,31,4,20000,95616,4.0,1500.0,2.0,0.0,0.0,False,False,True,False
1079,30,6,48000,95812,1.0,1200.0,1.0,0.0,0.0,False,False,True,False
1080,34,8,82000,93106,2.0,1500.0,3.0,0.0,0.0,True,True,True,True
1082,60,34,65000,90024,4.0,1700.0,2.0,0.0,0.0,True,False,True,False
1083,41,15,89000,94608,3.0,100.0,1.0,292000.0,0.0,False,False,True,False
1084,50,26,12000,92121,1.0,200.0,1.0,96000.0,0.0,False,False,False,False
1085,38,13,91000,92037,1.0,2800.0,1.0,0.0,0.0,False,False,True,True
1086,27,3,35000,94080,1.0,1800.0,2.0,0.0,0.0,False,False,False,False
1087,45,20,62000,92064,3.0,800.0,3.0,172000.0,0.0,False,False,True,False
1088,40,14,69000,95348,1.0,1500.0,3.0,0.0,0.0,False,False,False,False
1089,52,26,44000,94025,2.0,800.0,3.0,148000.0,0.0,False,False,False,True
1090,33,8,62000,94596,1.0,1000.0,1.0,0.0,0.0,False,False,True,False
1091,33,7,111000,90245,2.0,1300.0,1.0,0.0,0.0,False,False,True,False
1092,24,0,44000,90638,3.0,100.0,2.0,0.0,0.0,False,False,False,False
1093,40,14,42000,91330,2.0,300.0,1.0,187000.0,0.0,False,False,True,False
1094,61,35,60000,90245,1.0,2500.0,3.0,0.0,0.0,False,False,True,False
1095,52,28,55000,94596,1.0,1600.0,3.0,0.0,0.0,False,False,False,False
1096,29,5,18000,94122,1.0,400.0,3.0,94000.0,0.0,False,False,True,True
1097,47,23,65000,93943,1.0,0.0,1.0,0.0,0.0,False,False,False,False
1098,45,21,39000,93305,2.0,2100.0,3.0,0.0,0.0,False,False,False,True
1099,34,10,53000,94107,3.0,2600.0,2.0,0.0,0.0,False,False,True,False
1100,51,27,12000,92834,3.0,400.0,1.0,0.0,0.0,True,True,True,True
1101,60,34,43000,92697,1.0,1400.0,1.0,0.0,0.0,False,False,True,True
1102,44,20,129000,96001,2.0,3300.0,1.0,0.0,0.0,False,False,True,False
1103,56,31,64000,90245,2.0,2300.0,3.0,0.0,0.0,False,False,False,False
1104,48,24,224000,93940,2.0,6666.666666666667,1.0,0.0,0.0,False,True,True,True
1105,36,12,59000,94104,3.0,2000.0,1.0,216000.0,0.0,False,False,False,False
1106,32,6,44000,92886,1.0,300.0,1.0,81000.0,0.0,False,False,True,True
1107,30,5,40000,92521,4.0,1700.0,2.0,0.0,0.0,False,False,True,False
1108,59,33,102000,91763,2.0,1400.0,1.0,0.0,0.0,False,False,True,False
1109,65,40,63000,94701,3.0,500.0,2.0,0.0,0.0,False,False,True,False
1111,26,0,19000,93014,1.0,100.0,2.0,121000.0,0.0,False,False,True,False
1112,45,18,81000,95133,3.0,2666.6666666666665,2.0,251000.0,0.0,False,False,True,True
1113,24,2,118000,92634,2.0,7200.0,1.0,0.0,0.0,True,False,True,False
1114,67,43,79000,95616,4.0,1700.0,2.0,215000.0,0.0,False,True,True,True
1115,32,2,69000,93943,4.0,4000.0,3.0,102000.0,0.0,False,False,True,False
1116,27,1,112000,91330,4.0,2300.0,3.0,402000.0,0.0,False,False,True,True
1117,40,16,98000,94534,2.0,1800.0,2.0,98.0,0.0,False,False,True,False
1118,31,7,43000,92646,1.0,2100.0,3.0,166000.0,0.0,False,False,False,True
1119,46,20,55000,91016,1.0,1500.0,2.0,0.0,0.0,True,False,False,False
1120,48,24,25000,90024,4.0,500.0,2.0,0.0,0.0,False,False,False,False
1121,28,4,101000,95136,3.0,2500.0,1.0,270000.0,0.0,False,False,False,False
1122,35,11,81000,92064,2.0,0.0,1.0,0.0,0.0,False,False,True,True
1123,29,4,41000,93105,1.0,1000.0,1.0,0.0,0.0,False,False,False,False
1124,35,11,40000,91784,1.0,2400.0,2.0,0.0,0.0,False,False,True,False
1125,26,2,119000,95351,2.0,600.0,1.0,381000.0,0.0,False,False,True,True
1126,36,12,92000,94709,2.0,0.0,1.0,184000.0,0.0,False,False,False,False
1127,54,30,54000,94550,1.0,1600.0,3.0,185000.0,0.0,False,False,True,False
1128,53,29,63000,94720,2.0,1000.0,3.0,0.0,0.0,False,False,True,False
1129,40,16,125000,91304,2.0,1900.0,1.0,0.0,0.0,False,False,False,True
1130,25,0,25000,94596,2.0,900.0,3.0,0.0,0.0,False,False,False,False
1131,43,16,78000,95670,3.0,2666.6666666666665,2.0,161000.0,0.0,False,False,True,True
1132,41,16,44000,92037,1.0,300.0,3.0,0.0,0.0,False,False,False,False
1133,44,19,61000,94080,3.0,2700.0,2.0,0.0,0.0,False,False,False,False
1134,51,25,40000,91401,4.0,1800.0,1.0,0.0,0.0,True,False,False,True
1135,56,30,64000,93105,3.0,2500.0,1.0,0.0,0.0,False,False,False,False
1137,34,10,21000,91770,4.0,700.0,2.0,0.0,0.0,False,False,True,False
1138,60,34,64000,94104,3.0,2500.0,1.0,0.0,0.0,False,False,True,False
1139,65,40,29000,90025,1.0,1500.0,2.0,0.0,0.0,False,False,False,False
1140,31,6,64000,92121,2.0,100.0,1.0,0.0,0.0,False,False,True,True
1141,50,24,62000,90245,1.0,1400.0,3.0,0.0,0.0,False,False,False,False
1143,63,39,39000,91711,1.0,1900.0,2.0,0.0,0.0,False,False,False,False
1144,56,30,81000,90401,4.0,2600.0,3.0,0.0,0.0,False,False,True,False
1145,42,18,143000,95630,1.0,1700.0,1.0,0.0,0.0,True,False,True,False
1146,31,6,83000,94720,4.0,1800.0,3.0,0.0,0.0,False,False,True,False
1147,45,21,83000,94105,4.0,2000.0,3.0,0.0,0.0,False,False,True,False
1148,33,7,15000,92152,1.0,400.0,2.0,82000.0,0.0,True,True,True,True
1149,46,21,99000,90277,2.0,3800.0,3.0,194000.0,0.0,False,False,True,False
1150,48,23,15000,94061,4.0,800.0,1.0,0.0,0.0,False,False,True,False
1151,42,18,34000,92653,1.0,2000.0,2.0,0.0,0.0,True,False,False,False
1152,57,32,84000,93106,4.0,1300.0,3.0,0.0,0.0,False,False,False,True
1153,43,18,94000,94110,4.0,1100.0,2.0,0.0,0.0,False,False,False,False
1154,31,5,43000,94720,1.0,1500.0,1.0,0.0,0.0,False,False,False,False
1155,26,1,54000,94061,4.0,600.0,2.0,230000.0,0.0,False,False,False,False
1156,51,27,75000,95828,1.0,2700.0,1.0,0.0,0.0,False,False,False,False
1158,61,35,91000,95136,2.0,2000.0,1.0,0.0,0.0,False,False,True,False
1159,30,4,81000,94305,2.0,200.0,1.0,0.0,0.0,False,False,True,False
1160,56,31,35000,95211,3.0,100.0,2.0,114000.0,0.0,False,False,False,False
1161,31,5,42000,93010,2.0,2000.0,3.0,0.0,0.0,False,False,True,False
1162,37,11,71000,94501,2.0,1800.0,1.0,127000.0,0.0,True,False,False,False
1163,44,19,40000,92350,4.0,0.0,2.0,0.0,0.0,False,False,True,False
1164,45,19,31000,95616,3.0,500.0,2.0,0.0,0.0,False,False,True,True
1166,48,22,28000,94720,1.0,1400.0,3.0,75000.0,0.0,False,False,True,False
1167,33,9,83000,93943,0.0,100.0,1.0,0.0,0.0,False,False,True,False
1168,62,38,158000,90230,2.0,2100.0,1.0,0.0,0.0,False,False,False,True
1169,37,12,132000,90089,2.0,3900.0,1.0,0.0,0.0,False,False,False,False
1170,34,8,34000,92130,2.0,2000.0,3.0,0.0,0.0,True,False,True,False
1171,65,39,44000,92038,1.0,500.0,3.0,0.0,0.0,False,False,True,True
1172,31,6,44000,95616,4.0,800.0,1.0,122000.0,0.0,False,False,True,False
1173,39,14,128000,93943,2.0,3900.0,1.0,196.0,0.0,False,False,True,False
1174,43,19,132000,90089,1.0,5000.0,1.0,0.0,0.0,False,False,False,False
1175,30,6,69000,94305,4.0,3400.0,1.0,188000.0,0.0,False,False,False,True
1176,23,1,12000,95064,4.0,1000.0,1.0,0.0,0.0,True,False,False,True
1177,49,25,44000,94708,4.0,900.0,2.0,194000.0,0.0,False,False,True,False
1180,32,7,61000,94102,3.0,2300.0,1.0,205000.0,0.0,False,False,True,True
1181,57,27,50000,93950,4.0,2000.0,3.0,0.0,0.0,False,False,True,False
1182,26,0,102000,94305,4.0,2300.0,3.0,0.0,0.0,False,False,False,False
1183,65,40,140000,92093,1.0,900.0,1.0,0.0,0.0,False,False,False,False
1184,55,30,70000,94904,3.0,2000.0,2.0,0.0,0.0,False,False,True,True
1185,43,19,28000,95053,4.0,300.0,1.0,96000.0,0.0,False,False,True,False
1186,34,9,35000,94304,3.0,1300.0,1.0,0.0,0.0,False,False,False,False
1187,62,37,19000,91343,3.0,1300.0,2.0,97000.0,0.0,False,False,True,False
1188,39,13,52000,94720,1.0,2000.0,1.0,0.0,0.0,False,False,False,True
1189,47,23,28000,94061,4.0,600.0,1.0,0.0,0.0,False,False,True,False
1190,48,24,12000,94707,4.0,1000.0,1.0,89.0,0.0,False,False,False,False
1191,26,2,62000,94080,4.0,1600.0,1.0,0.0,0.0,True,False,False,False
1192,34,10,152000,90089,2.0,6500.0,1.0,0.0,0.0,False,False,False,False
1193,36,11,164000,95051,2.0,7800.0,1.0,0.0,0.0,False,False,True,True
1194,34,8,41000,92096,4.0,800.0,1.0,0.0,0.0,False,False,False,False
1195,29,5,84000,93109,3.0,800.0,1.0,0.0,0.0,False,False,False,False
1196,47,22,203000,95842,2.0,8800.0,1.0,0.0,0.0,False,False,True,False
1197,42,18,83000,96001,4.0,2000.0,3.0,0.0,0.0,False,False,True,False
1198,31,7,10000,95616,4.0,700.0,2.0,0.0,0.0,False,False,True,False
1199,34,8,20000,95616,2.0,300.0,1.0,106000.0,0.0,False,False,True,True
1200,64,38,35000,93955,1.0,500.0,3.0,0.0,0.0,False,False,True,False
1201,37,11,44000,93109,4.0,200.0,,0.0,0.0,False,False,False,True
1202,55,25,35000,93943,3.0,1000.0,3.0,144000.0,0.0,False,False,True,True
1203,61,35,31000,92521,2.0,300.0,1.0,0.0,0.0,False,False,True,False
1204,24,2,50000,94920,3.0,2400.0,2.0,0.0,0.0,True,False,False,False
1205,51,25,39000,94010,1.0,1200.0,2.0,98000.0,0.0,False,False,True,False
1206,52,27,39000,92612,4.0,200.0,2.0,0.0,0.0,True,False,True,False
1207,54,28,140000,91711,1.0,2900.0,1.0,0.0,0.0,False,False,True,False
1208,62,36,109000,92709,4.0,1700.0,3.0,0.0,0.0,False,False,True,False
1209,41,17,80000,91330,1.0,300.0,1.0,0.0,0.0,False,False,False,False
1210,46,22,71000,92029,2.0,1700.0,1.0,0.0,0.0,False,False,True,True
1211,51,27,24000,94301,3.0,400.0,1.0,0.0,0.0,False,False,True,True
1212,32,7,82000,95616,2.0,2500.0,1.0,221000.0,0.0,False,False,True,True
1213,37,12,28000,95616,4.0,1700.0,1.0,0.0,0.0,True,True,True,False
1214,54,28,90000,91301,1.0,300.0,1.0,0.0,0.0,False,False,True,False
1215,54,28,83000,95841,1.0,2400.0,1.0,0.0,0.0,False,False,True,False
1217,60,34,51000,90028,3.0,1400.0,3.0,0.0,0.0,False,False,False,False
1218,30,5,80000,91311,4.0,2200.0,2.0,0.0,0.0,True,False,True,False
1219,65,40,118000,94104,1.0,1300.0,1.0,333000.0,0.0,False,True,True,True
1220,49,25,109000,92780,2.0,6800.0,1.0,0.0,0.0,False,False,False,False
1221,53,27,64000,93407,4.0,2600.0,1.0,0.0,0.0,False,False,True,True
1222,66,41,14000,95814,4.0,600.0,2.0,0.0,0.0,False,False,False,False
1223,62,37,98000,94706,1.0,900.0,1.0,151000.0,0.0,False,False,True,False
1225,32,6,31000,90275,2.0,2000.0,3.0,0.0,0.0,False,False,True,True
1226,51,26,52000,92521,4.0,1800.0,3.0,0.0,0.0,False,False,True,False
1227,62,36,83000,93940,4.0,2400.0,3.0,0.0,0.0,True,False,False,False
1228,35,10,152000,94112,2.0,3000.0,1.0,0.0,0.0,False,False,True,False
1229,31,7,109000,91711,2.0,2000.0,2.0,341000.0,0.0,False,False,False,True
1230,40,16,75000,94306,3.0,2333.3333333333335,1.0,79000.0,0.0,False,False,False,False
1231,29,4,134000,90095,2.0,3300.0,1.0,204000.0,0.0,False,False,False,False
1232,42,16,62000,94309,1.0,700.0,3.0,170000.0,0.0,False,True,True,True
1233,40,16,83000,95819,4.0,2666.6666666666665,1.0,0.0,0.0,False,False,True,True
1235,26,0,54000,94706,3.0,300.0,3.0,0.0,0.0,False,False,True,False
1236,63,37,15000,94720,2.0,400.0,1.0,0.0,0.0,False,False,False,False
1237,62,36,81000,95051,3.0,4400.0,1.0,0.0,0.0,False,False,False,True
1238,53,27,84000,95616,2.0,1100.0,1.0,0.0,0.0,False,False,True,False
1239,49,24,25000,95831,2.0,700.0,3.0,0.0,0.0,False,False,True,False
1240,56,26,70000,91107,3.0,1400.0,3.0,273000.0,0.0,False,False,True,True
1241,31,4,29000,92093,4.0,1500.0,2.0,121000.0,0.0,False,False,True,True
1242,47,23,199000,94720,2.0,6666.666666666667,1.0,0.0,0.0,False,False,True,False
1244,35,11,83000,92122,2.0,2200.0,1.0,0.0,0.0,False,False,False,False
1245,55,25,42000,94115,3.0,1000.0,3.0,0.0,0.0,False,False,True,False
1246,63,37,112000,93106,4.0,2400.0,3.0,0.0,0.0,False,False,True,True
1247,30,4,34000,95351,2.0,300.0,2.0,0.0,0.0,False,False,True,True
1248,55,30,82000,93003,4.0,1300.0,3.0,219000.0,0.0,False,False,False,True
1249,26,2,12000,94591,4.0,1000.0,1.0,0.0,0.0,False,False,True,False
1250,57,32,52000,90266,3.0,500.0,2.0,0.0,0.0,False,False,True,False
